,0,1
hour,13.800510742030037,4.233384447794718
date,1632309570.6505902,29024819.335489932
year,2021.252220480542,0.9265302654347631
month,6.213380045257832,3.5426505868917606
zone_id,39507.79542561782,66461.75252953541
sum_amount,12.623423125181564,17.55839616253983
